CaseNumber,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,PRSM,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Loan.Type,Loan.Size.Class,FICO,Years.In.Business,Num.of.Credit.Lines,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,State,ISO.Name
250211257,100334,146400,181536,1.1054,12.5,21667.2,96259,108271.143,O,S4,680,7,48,12,0,2,LLC,10,2,53,General Merchandise Stores,27174,145300,49840,FL,Credit Divas
266316217,16518,45800,54502,0.6061,12.5,4948.88,36057.88,36058,O,S4,528,2,18,13,4,3,LLC,1,1,58,Eating and Drinking Places,28628,99000,34909,WI,Loan Masters
260114340,15352,28100,34422.5,0.8920,12.5,5704.3,18148.12,18148.2222,O,S3,659,3,10,3,6,1,LLC,0,0,56,Apparel and Accessory Stores,28009,112800,37954,SC,Loan Masters
56713565,12602,42600,52824,0.4771,12.5,6777.66,27434.6,33443.25,O,S4,468,12,16,6,5,2,LLC,0,7,58,Eating and Drinking Places,7148,85800,32529,NY,Loan Masters
459212486,54320,93600,116064,0.9360,12.5,13852.8,73288.68,73288.8889,O,S4,742,3,18,6,0,0,LLC,0,0,58,Eating and Drinking Places,97086,1000001,49733,NY,Loan Masters
138311980,118144,186000,218550,1.0812,5,17577,502079.64,502079.5,O,S4,686,2,9,2,1,0,LLC,2,0,54,Food Stores,16991,139100,37277,DC,Loan Masters
212619635,912,8000,9920,0.1839,12.5,1924,6365.9,7916,O,S1,527,6,28,12,4,5,LLC,3,1,75,Auto Repair Services and Parking,23823,156300,26120,MA,Loan Masters
248419858,14860,26800,31624,0.9398,12.5,2915.84,20641.9,20642,O,S3,645,7,34,24,0,9,S-Corp,0,0,72,Personal Services,26994,83500,37621,FL,Loan Masters
310716194,7923,21000,26040,0.6085,12.5,4662,23844.82,34813.3333,O,S3,588,2,7,2,1,2,LLC,3,0,52,Building Materials and Hardware,32832,111500,50206,NJ,Credit Divas
242919015,17505,27800,34472,1.0156,12.5,4114.4,18289.82,20407,O,S3,607,8,28,14,0,3,S-Corp,0,0,75,Auto Repair Services and Parking,26420,143300,58027,MD,Credit Divas
90715421,4217,6000,7140,1.1812,12.5,662.4,8903.72,8903.66667,R,S1,625,5,46,26,0,8,LLC,2,0,80,Health Services,11648,412600,106973,NY,Credit Divas
82918593,5057,9800,11662,0.8673,12.5,1081.92,10409.96,10409.9776,R,S2,478,4,32,4,19,4,S-Corp,1,0,53,General Merchandise Stores,10702,100200,44979,IN,Credit Divas
376614078,23438,76000,89000,0.5267,12.5,5317,77546.36,77546.5,O,S4,588,10,12,4,1,3,LLC,1,17,58,Eating and Drinking Places,42117,237700,38674,NY,Loan Masters
431014749,21311,36200,40906,1.0419,5,456.12,82276.88,82276.88,O,S3,580,2,32,17,0,2,LLC,0,0,75,Auto Repair Services and Parking,55760,161100,62258,DE,Loan Masters
115911832,24216,39400,46295,1.0462,12.5,3191.4,35375.34,35375.1667,O,S3,596,19,19,7,1,4,LLC,4,6,73,Business Services,14534,113900,44814,NY,Loan Masters
56110302,11845,34000,39950,0.5930,7.5,2380,81912,125684.333,O,S3,449,9,34,13,10,1,LLC,1,0,58,Eating and Drinking Places,7044,75700,33852,TN,Loan Masters
294918912,28092,52800,62040,0.9056,12.5,6237,47593.88,47594,O,S4,558,9,22,11,3,6,LLC,6,12,56,Apparel and Accessory Stores,31394,84100,30365,FL,Loan Masters
114413701,2727,9000,11475,0.4753,12.5,1883.24,6034.12,7615.5,O,S2,472,1,15,5,2,7,S-Corp,1,2,58,Eating and Drinking Places,14498,131100,50250,NJ,Credit Divas
258718223,67152,137000,157550,0.8525,10,5480,154752.36,154754.398,O,S4,490,6,24,12,6,10,LLC,2,2,99,Other,27857,179800,72839,NY,Loan Masters
405915487,5289,9200,11408,0.9272,12.5,1361.6,6163.04,8156.57143,O,S2,613,5,26,14,3,8,LLC,2,0,41,Local/Suburban Transit and Highway Passenger,47283,168200,37067,MA,Credit Divas
386511709,43278,91000,109200,0.7926,12.5,11466,115683.2,86669,R,S4,635,3,35,18,0,3,LLC,1,0,83,Social Services,43858,170200,68660,OH,Credit Divas
318111674,2620,9000,10710,0.4893,12.5,1242,6359.58,6359.33333,O,S2,575,5,12,8,2,7,LLC,0,1,75,Auto Repair Services and Parking,33667,58200,31849,FL,Credit Divas
415417958,9184,14200,17608,1.0432,12.5,2101.6,9446.36,9446.5,O,S2,655,18,22,14,0,3,LLC,1,6,59,Miscellaneous Retail Stores,50500,76700,22072,FL,Credit Divas
351915636,5105,14400,17136,0.5958,12.5,1987.2,11344.46,12367.25,O,S2,464,3,38,17,6,2,LLC,3,0,59,Miscellaneous Retail Stores,38168,310000,100938,IL,Credit Divas
275113801,3738,5400,6696,1.1165,12.5,1198.8,4270.92,4271,O,S1,612,18,30,14,0,4,S-Corp,1,0,72,Personal Services,29492,203100,66979,CT,Credit Divas
17713537,5498,14200,16898,0.6507,12.5,1567.68,14124,16378.6667,R,S2,507,14,45,33,2,8,LLC,1,1,75,Auto Repair Services and Parking,1498,167100,51750,NJ,Credit Divas
240512081,10395,28400,33796,0.6152,12.5,3919.2,22376.12,22376,O,S3,508,3,18,9,3,4,LLC,0,0,58,Eating and Drinking Places,26215,118600,26453,FL,Credit Divas
94217430,13822,26800,33232,0.8318,12.5,3173.12,24064,24064,O,S3,729,2,34,17,0,0,LLC,1,0,55,Automotive Dealers and Service Stations,12153,133200,53373,NJ,Credit Divas
335215203,2109,7200,8928,0.4724,12.5,1065.6,4762.04,4762,O,S1,496,9,11,7,1,4,S-Corp,1,0,58,Eating and Drinking Places,35722,91600,35635,NY,Credit Divas
248315630,5281,31600,39184,0.2695,12.5,4676.8,20759.48,20759.6,O,S3,521,2,4,1,1,0,LLC,1,0,54,Food Stores,26993,69400,31520,OH,Credit Divas
101516316,12458,30000,35250,0.7068,12.5,2430,150152.02,115855.385,O,S3,634,2,43,27,1,4,LLC,2,0,58,Eating and Drinking Places,13123,223500,61114,FL,Loan Masters
135710168,26078,52000,62400,0.8358,12.5,8554,34789.38,36238.8571,O,S4,527,3,31,21,2,4,LLC,1,0,58,Eating and Drinking Places,16781,135100,58105,AL,Loan Masters
306814451,32401,68800,85312,0.7596,12.5,8145.92,46926.8,51331.5,R,S4,658,10,28,12,0,1,LLC,5,0,51,Wholesale Trade-Nondurable Goods,32493,114600,45018,MI,Credit Divas
172416558,54150,125200,153370,0.7061,12.5,12707.8,80754.82,80755,O,S4,538,9,6,2,3,2,S-Corp,0,0,58,Eating and Drinking Places,20201,77700,28616,NC,Loan Masters
176913176,6613,13600,15980,0.8277,15,367.2,11806,11806,R,S2,580,8,3,0,3,0,LLC,1,2,56,Apparel and Accessory Stores,20544,141900,46629,NC,Loan Masters
306111683,13782,28600,34043,0.8097,12.5,4157.88,22294.28,30081.6667,O,S3,619,1,37,18,0,2,LLC,0,0,17,Construction-Special Trade Contractors,32411,143000,53814,GA,Loan Masters
299819785,10141,15400,18326,1.1067,12.5,1700.16,15902,18524,R,S2,651,20,36,20,0,1,LLC,3,0,58,Eating and Drinking Places,31853,120000,39075,PA,Credit Divas
346812712,28517,50400,58212,0.9798,10,1980.72,143966,206986,R,S4,720,15,32,19,0,0,LLC,0,2,76,Miscellaneous Repair Services,37258,218600,54897,MA,Loan Masters
322610375,10916,17600,21824,1.0004,12.5,2083.84,15294,17757.3333,R,S2,473,3,17,10,3,5,S-Corp,0,0,72,Personal Services,34424,121500,41580,MO,Credit Divas
250118614,2390,6600,7854,0.6086,12.5,182.16,14530.56,14530.56,R,S1,436,4,20,3,11,5,LLC,0,0,75,Auto Repair Services and Parking,27143,144600,30876,NC,Loan Masters
123418507,58268,117200,139468,0.8356,12.5,12938.88,99518,99511.1269,R,S4,625,21,24,9,0,2,LLC,0,0,58,Eating and Drinking Places,15495,174900,52388,FL,Credit Divas
298114345,2475,15200,17480,0.2832,10,1185.6,14898.28,14897.9175,O,S2,628,2,11,1,0,1,LLC,1,0,58,Eating and Drinking Places,31682,107800,41435,NC,Credit Divas
90814953,32997,61000,72590,0.9091,12.5,8418,48347.66,48347.3333,O,S4,575,7,16,9,3,6,LLC,1,3,59,Miscellaneous Retail Stores,11665,122300,42341,NJ,Credit Divas
50312045,11269,29000,35960,0.6268,12.5,4292,19036.14,19036,O,S3,512,6,32,24,3,7,LLC,0,0,73,Business Services,6210,161500,42359,FL,Credit Divas
170211755,9202,21600,26784,0.6871,12.5,3516.48,25758,25758,R,S3,584,2,27,14,4,8,LLC,1,0,56,Apparel and Accessory Stores,19891,80200,32997,OH,Credit Divas
44819690,13141,24000,28200,0.9320,12.5,1296,23588,42657,R,S3,545,12,27,14,0,6,S-Corp,3,0,75,Auto Repair Services and Parking,5450,78800,32886,OH,Loan Masters
18511872,3531,11200,13600,0.5193,12.5,1640,11516,12967.3333,R,S2,586,9,18,8,1,3,LLC,0,2,54,Food Stores,1586,47100,30122,MO,Loan Masters
202419940,48523,1.00E+05,121500,0.7987,12.5,6990,67637.56,77510.7231,O,S4,597,2,8,1,1,1,LLC,3,1,41,Local/Suburban Transit and Highway Passenger,22801,70800,27056,FL,Loan Masters
317119608,28018,49200,57810,0.9693,7.5,6309.9,79142.2,90212.5997,O,S4,537,6,26,19,1,9,LLC,0,0,7,Agricultural Services,33557,255700,74655,MD,Loan Masters
203219546,7222,18800,23500,0.6146,12.5,3807,13942,16157.5,R,S2,613,11,6,1,0,0,LLC,0,1,58,Eating and Drinking Places,22872,68000,34724,MS,Loan Masters
346614225,94607,140000,175000,1.0812,12.5,16800,116773.92,31250,R,S4,639,21,22,13,0,2,LLC,0,0,54,Food Stores,37251,107200,37616,AL,Loan Masters
362819144,7409,12400,14756,1.0042,12.5,342.24,11944,17606,R,S2,496,1,36,22,3,8,LLC,3,1,57,Home Furniture and Furnishings Stores,39677,131700,50107,SC,Loan Masters
185819254,24976,78200,96968,0.5151,12.5,11573.6,51504.62,51504.4,O,S4,493,3,58,33,2,8,LLC,3,1,51,Wholesale Trade-Nondurable Goods,21293,108900,36335,FL,Credit Divas
440012950,16525,30000,37200,0.8884,12.5,4440,19692.44,19693,O,S3,662,3,28,25,0,6,LLC,3,1,58,Eating and Drinking Places,60460,149000,56128,NY,Credit Divas
201912675,24275,40200,47838,1.0149,12.5,4438.08,35000,16951.3333,R,S3,665,13,18,13,0,3,LLC,1,2,57,Home Furniture and Furnishings Stores,22779,105500,41592,FL,Credit Divas
41719604,6610,12200,14518,0.9106,12.5,1683.6,9609.92,18472.6667,O,S2,544,5,34,20,6,3,LLC,2,0,79,Amusement and Recreational Services,5049,140500,58681,PA,Credit Divas
167310974,1117,3304,3931.76,0.5682,12.5,455.96,2717.96,2718,O,S1,512,8,24,11,10,7,S-Corp,1,0,80,Health Services,19604,69700,27856,MS,Credit Divas
333112496,5053,9200,10810,0.9349,12.5,745.2,9349.34,9349.33333,O,S2,545,3,32,19,5,6,LLC,0,0,72,Personal Services,35588,208300,50552,MD,Loan Masters
55114852,4553,11200,13888,0.6557,12.5,1326.08,13279.66,13280.7997,R,S2,515,9,27,14,4,5,LLC,0,4,79,Amusement and Recreational Services,6911,113200,41957,PA,Credit Divas
394613097,5496,11600,13630,0.8065,12.5,626.4,11758,9056,R,S2,582,13,3,1,1,0,LLC,1,2,56,Apparel and Accessory Stores,45055,100800,38190,FL,Loan Masters
399019783,40567,112000,135520,0.5987,12.5,7823.2,71833.62,71836.5181,O,S4,548,15,35,18,0,4,LLC,0,0,58,Eating and Drinking Places,45813,108100,38591,OH,Loan Masters
352915833,9250,18600,23064,0.8021,17.5,3578.64,10998,24196,R,S2,616,8,23,14,1,2,S-Corp,0,1,56,Apparel and Accessory Stores,38302,74600,30698,SC,Credit Divas
240618325,37691,130100,154168,0.4890,12.5,16932.42,101850.42,138029.385,O,S4,554,1,43,23,12,8,LLC,2,0,58,Eating and Drinking Places,26221,94700,39267,FL,Loan Masters
45410252,64557,129600,160704,0.8034,12.5,19180.8,85258.84,6295.36618,O,S4,606,31,21,7,0,4,LLC,0,0,79,Amusement and Recreational Services,5500,282400,62130,MA,Credit Divas
242011708,19818,40400,47470,0.8350,12.5,4772.26,36318.6,39244,O,S3,679,3,14,12,0,1,S-Corp,1,0,59,Miscellaneous Retail Stores,26401,65200,33962,PA,Loan Masters
281611269,12941,25000,29750,0.8700,12.5,690,37888,26923,R,S3,474,23,27,16,3,3,LLC,4,0,57,Home Furniture and Furnishings Stores,30161,152300,54517,IL,Loan Masters
151215645,48652,90000,105750,0.9201,7,7290,153970.96,153971.4,O,S4,598,7,16,6,8,5,LLC,7,1,59,Miscellaneous Retail Stores,18002,113500,35814,FL,Loan Masters
171313457,21577,33900,40510.5,1.0653,12.5,2034,32702.12,41060.7342,O,S3,625,3,33,17,0,1,LLC,3,3,58,Eating and Drinking Places,20025,290700,81180,MO,Loan Masters
257717358,6295,11500,14087.5,0.8937,12.5,1167.26,7397.38,8026.5,O,S2,578,1,6,3,1,1,LLC,0,0,47,Transportation Services,27815,111800,51080,FL,Loan Masters
37117839,10132,18200,21385,0.9476,12.5,1965.6,16364.8,16364.6667,O,S2,514,5,30,15,3,8,S-Corp,0,0,54,Food Stores,4481,92900,46994,OH,Loan Masters
157317300,30090,42000,50820,1.1842,12.5,2933.7,27182.92,27182.3377,O,S4,706,4,40,13,0,0,LLC,0,0,99,Other,18583,73300,34588,MI,Loan Masters
403419578,27303,59500,70805,0.7712,12.5,8211,54730.62,54730,O,S4,495,3,37,23,1,4,LLC,1,0,58,Eating and Drinking Places,46561,290000,42106,DC,Credit Divas
341819108,6827,15356,18043.3,0.7567,12.5,829.22,27280,56430,R,S2,639,6,23,14,0,8,LLC,1,0,58,Eating and Drinking Places,36568,63300,32796,IL,Loan Masters
219816888,1216,4000,4700,0.5174,12.5,472.5,5693.8,5693.875,O,S1,541,2,7,3,1,2,LLC,3,0,59,Miscellaneous Retail Stores,24394,91900,32342,FL,Loan Masters
221916989,6732,23000,27025,0.4982,12.5,1397.26,17315.38,28161.2594,O,S3,483,3,34,15,13,15,LLC,0,0,59,Miscellaneous Retail Stores,24552,98300,37333,CT,Loan Masters
23610456,11225,32000,37600,0.5971,12.5,3780,28606.72,2653.66379,O,S3,516,6,18,5,2,6,LLC,0,0,54,Food Stores,2289,60900,31987,LA,Loan Masters
158210533,11461,41000,48175,0.4758,15,1107,30897.96,30898,R,S3,531,10,13,7,4,4,LLC,2,0,70,Hotels Rooming and Other Lodging Places,18684,173000,31843,FL,Loan Masters
303811582,12660,64400,75670,0.3346,12.5,3912.3,58044,45064,R,S4,496,6,5,0,4,0,LLC,0,0,82,Educational Services,32159,203000,65596,NY,Loan Masters
423017576,6915,15000,18375,0.7527,12.5,1848.76,10263.14,12030.75,O,S2,613,13,2,1,0,0,LLC,2,1,53,General Merchandise Stores,52892,89400,36341,FL,Loan Masters
305518322,7039,10400,12220,1.1520,12.5,1123.2,8071.22,11907,O,S2,670,9,19,8,1,1,LLC,3,0,75,Auto Repair Services and Parking,32399,151500,57986,WI,Loan Masters
213919074,2332,6000,7650,0.6097,12.5,883.5,4732.84,4733,R,S1,633,12,24,5,19,1,S-Corp,0,2,59,Miscellaneous Retail Stores,23867,85500,40273,LA,Credit Divas
195918840,9800,47400,56406,0.3475,12.5,6541.2,43551.76,48367.7778,O,S4,470,23,23,1,6,11,LLC,0,0,57,Home Furniture and Furnishings Stores,22330,104900,36427,NC,Credit Divas
249116224,7252,20000,24800,0.5848,12.5,2960,13108.58,16531.6,O,S2,545,23,15,8,4,4,S-Corp,0,0,50,Wholesale Trade-Durable Goods,27062,111300,32820,NC,Credit Divas
46711646,4056,7200,8820,0.9197,12.5,1461.6,7978,10202.5,O,S1,672,1,15,9,0,2,LLC,0,0,72,Personal Services,5646,123200,57886,IA,Loan Masters
36710524,17459,26000,30940,1.1286,12.5,3588,20400.12,20398.2421,O,S3,643,9,18,12,2,2,LLC,1,0,99,Other,4413,256600,41981,AL,Credit Divas
166215368,3922,14000,16520,0.4748,12,1904,10324.16,10324,O,S2,544,3,16,6,9,6,LLC,2,0,58,Eating and Drinking Places,19417,105400,34656,LA,Loan Masters
337119895,20790,41600,51584,0.8061,12.5,6156.8,27336.84,27108.3333,O,S4,620,3,15,6,1,5,LLC,1,0,75,Auto Repair Services and Parking,36033,97600,35859,LA,Credit Divas
336310934,5971,11800,14455,0.8262,12.5,1882.1,10134,10134,R,S2,663,12,30,15,0,0,LLC,0,0,59,Miscellaneous Retail Stores,35885,77700,34433,GA,Loan Masters
223713807,1451,4100,4817.5,0.6024,12.5,387.46,3688.44,4389,O,S1,537,2,17,8,2,4,S-Corp,0,0,50,Wholesale Trade-Durable Goods,24762,78800,25504,WV,Loan Masters
294214187,17087,39800,46765,0.7308,12.5,2686.5,46024.06,46024.06,R,S3,549,7,31,17,5,7,LLC,2,2,75,Auto Repair Services and Parking,31336,106000,49350,VA,Loan Masters
288018572,4366,13800,17112,0.5103,12.5,2042.4,9129.88,9129.71429,O,S2,451,3,17,7,6,4,S-Corp,0,0,73,Business Services,30762,46500,27485,NJ,Credit Divas
257315897,3113,7400,8806,0.7070,12.5,816.96,11125.94,7942.69957,R,S1,537,62,40,12,5,10,LLC,1,1,75,Auto Repair Services and Parking,27796,65500,20148,FL,Credit Divas
166014384,25031,50200,58985,0.8487,12.5,4066.2,48447.4,47035.8333,O,S4,633,10,37,19,0,1,LLC,0,2,53,General Merchandise Stores,19410,88500,32351,FL,Loan Masters
21217420,15484,31200,38688,0.8005,12.5,4963.92,20123.34,20123.5,O,S3,622,1,46,28,1,1,LLC,3,0,53,General Merchandise Stores,1875,122300,53454,WI,Loan Masters
390814667,687,3000,3570,0.3849,12.5,414,4515.2,4515.2,O,S1,500,2,2,1,1,1,LLC,4,1,72,Personal Services,44535,82800,40064,NY,Credit Divas
41119764,590,6400,7552,0.1563,12.5,609.28,5754.86,10481.3333,O,S1,496,1,16,8,6,7,LLC,0,0,58,Eating and Drinking Places,4981,95000,40580,NH,Loan Masters
336719264,7314,20000,22800,0.6416,12.5,768,26865.42,30266.9936,R,S2,633,9,19,4,1,7,LLC,1,0,57,Home Furniture and Furnishings Stores,35933,133900,50478,IN,Credit Divas
315413571,1888,6200,7347,0.5140,12.5,870.64,4895.62,10723.2,O,S1,596,5,15,8,4,6,LLC,1,0,41,Local/Suburban Transit and Highway Passenger,33342,96300,39651,FL,Loan Masters
80318853,8941,18000,21420,0.8348,12.5,2484,14126.6,14126.6667,O,S2,547,9,53,33,2,1,LLC,8,0,64,Insurance Agents Brokers and Services,10360,186600,64250,NY,Credit Divas
447013847,9781,24200,28435,0.6880,12.5,2613.6,23412.48,23412.4,O,S3,647,29,24,15,0,5,LLC,4,0,41,Local/Suburban Transit and Highway Passenger,65469,79800,25557,FL,Loan Masters
289810411,57612,93800,116312,0.9906,12.5,14923.58,60410.86,60410.6667,O,S4,558,4,49,33,0,1,LLC,1,0,58,Eating and Drinking Places,30854,152800,62017,SC,Loan Masters
321513739,7979,26600,32984,0.4838,13.5,3149.44,18641.58,25788,R,S3,519,14,9,3,7,10,LLC,1,2,58,Eating and Drinking Places,34170,92900,29150,PA,Credit Divas
240810325,1582,3400,4046,0.7820,12.5,375.36,4625.6,5975.62479,R,S1,530,19,25,8,2,8,S-Corp,2,0,56,Apparel and Accessory Stores,26230,105800,46952,MN,Credit Divas
29411478,5207,13000,16120,0.6460,12.5,1539.2,9156,8309.6,R,S2,535,8,9,5,2,4,LLC,1,0,58,Eating and Drinking Places,3320,48700,32315,MI,Credit Divas
143411305,6634,14000,16660,0.7964,12.5,1545.6,41833.06,20354,R,S2,527,5,18,10,9,14,LLC,0,0,41,Local/Suburban Transit and Highway Passenger,17354,158300,66844,NJ,Credit Divas
278411302,2738,7000,8330,0.6574,12.5,966,6675,6675,O,S1,455,10,119,75,43,51,LLC,1,13,75,Auto Repair Services and Parking,29924,104200,45461,IN,Credit Divas
244514432,3238,9400,11045,0.5863,12.5,761.4,8460.98,8820,O,S2,513,2,28,12,11,7,LLC,0,0,72,Personal Services,26530,133000,38244,FL,Loan Masters
84816034,18599,36000,42300,0.8794,12.5,2916,38987.5,38987.4286,O,S3,606,4,43,32,2,4,LLC,1,0,75,Auto Repair Services and Parking,11076,162700,59707,OH,Loan Masters
70418067,50900,83600,103664,0.9820,12.5,12372.8,55031.1,55031.3333,O,S4,588,1,37,22,0,1,S-Corp,1,0,75,Auto Repair Services and Parking,9160,153700,62950,NY,Loan Masters
47919304,12037,30600,36414,0.6611,17.5,3378.24,17300,30521,R,S3,619,4,12,5,0,1,S-Corp,1,0,52,Building Materials and Hardware,5835,110500,47649,IA,Credit Divas
381718197,16013,36600,43554,0.7353,12.5,4040.64,50009.12,65052,R,S3,587,3,25,20,0,11,S-Corp,0,0,58,Eating and Drinking Places,43167,140400,47162,CT,Credit Divas
441418597,19050,42000,50820,0.7497,12.5,7604.1,32905.28,32905.2308,O,S4,553,3,7,2,0,5,LLC,1,0,57,Home Furniture and Furnishings Stores,61288,123000,47332,FL,Loan Masters
252014675,10882,17000,20485,1.0624,12.5,2876.4,15801.4,15801.4667,O,S2,675,5,29,17,0,0,S-Corp,0,0,57,Home Furniture and Furnishings Stores,27279,96800,41450,TN,Loan Masters
319417397,20706,60000,70500,0.5874,12.5,1620,66253.84,132852,R,S4,588,7,16,1,0,0,LLC,6,1,76,Miscellaneous Repair Services,33833,291500,33784,FL,Loan Masters
119217341,27793,45600,56544,0.9831,7.5,6748.8,49937.72,57042.25,O,S4,629,4,5,1,1,0,LLC,1,0,51,Wholesale Trade-Nondurable Goods,14975,210700,70630,NY,Credit Divas
153519647,15151,30800,36960,0.8199,12.5,4958.8,24163.3,24163.4286,O,S3,636,4,15,8,0,1,LLC,1,0,72,Personal Services,18168,134600,50538,NC,Loan Masters
275011633,6471,12200,14518,0.8914,12.5,1346.88,20474,25699.3333,R,S2,642,8,36,24,0,1,LLC,1,0,7,Agricultural Services,29483,83500,41354,FL,Credit Divas
36315588,9248,15200,18500,0.9998,12.5,2834,19552,19552,R,S2,515,6,13,7,2,7,LLC,1,0,75,Auto Repair Services and Parking,4348,128600,37934,ME,Loan Masters
207319416,7147,12400,14632,0.9769,12.5,744,12126.9,12126.5,O,S2,504,3,27,21,3,6,S-Corp,0,0,72,Personal Services,23249,133900,60039,VA,Loan Masters
385818612,11683,28800,34560,0.6761,12.5,4537.44,22449.68,26035.6667,O,S3,575,8,19,6,0,5,LLC,4,0,75,Auto Repair Services and Parking,43814,115900,28980,FL,Loan Masters
204611627,35443,80000,94000,0.7541,7.5,6480,150986.98,133862,O,S4,652,2,25,11,0,0,LLC,2,0,58,Eating and Drinking Places,22999,100400,42185,FL,Loan Masters
212810376,2927,6800,8194,0.7144,12.5,743.06,4429.72,5076.33333,O,S1,465,11,11,0,9,1,LLC,0,0,56,Apparel and Accessory Stores,23824,82900,35619,TN,Loan Masters
52812669,6164,18400,21896,0.5630,9,2031.36,23564.4,23564.3786,R,S2,515,5,17,4,8,6,LLC,0,0,58,Eating and Drinking Places,6625,70000,33832,IA,Credit Divas
264613120,11785,25000,31000,0.7603,12.5,3700,16473.76,16473.3333,O,S3,588,6,21,14,4,11,LLC,1,0,72,Personal Services,28499,89900,35240,FL,Credit Divas
369912641,13061,24000,29520,0.8849,12.5,3679.2,15370.22,15370,O,S3,494,4,22,12,6,8,S-Corp,4,0,58,Eating and Drinking Places,40843,75900,40316,IA,Loan Masters
426414798,2636,4200,4998,1.0548,12.5,463.68,3400,3305.5,R,S1,551,7,43,16,15,14,S-Corp,2,0,72,Personal Services,54395,76500,36925,OH,Credit Divas
282513733,29933,55000,66200,0.9043,12.5,3838.26,35313.7,35313.6407,O,S4,625,2,27,11,1,3,LLC,1,0,59,Miscellaneous Retail Stores,30273,204600,47722,MA,Loan Masters
121315265,3804,8400,9870,0.7708,12.5,907.2,6429.38,6429,O,S1,582,1,33,22,0,1,S-Corp,0,0,54,Food Stores,15206,136800,54481,PA,Loan Masters
362511870,44066,64000,76800,1.1476,9,1280,53983.48,53984,R,S4,575,10,26,18,5,5,LLC,2,0,79,Amusement and Recreational Services,39662,165100,53352,MI,Loan Masters
227219529,7885,13000,15275,1.0324,12.5,1053,11761.52,11761.3333,O,S2,591,8,33,13,0,3,S-Corp,1,0,72,Personal Services,25020,159400,40981,FL,Loan Masters
412719470,13516,29800,34717,0.7786,12.5,2972.56,22670.6,22670.6667,O,S3,580,1,10,5,2,3,LLC,0,0,54,Food Stores,49368,128200,38188,NJ,Credit Divas
192019964,53492,86600,107384,0.9963,12.5,12816.8,78479.18,78478.8,O,S4,693,7,16,9,0,0,LLC,7,3,55,Automotive Dealers and Service Stations,21838,105800,49960,NJ,Credit Divas
349814460,10085,26400,31020,0.6502,12.5,2494.8,23855.28,26152.5714,O,S3,448,2,7,2,4,2,S-Corp,0,0,58,Eating and Drinking Places,37856,92200,35101,VA,Loan Masters
291010775,4386,10000,12250,0.7161,17.5,200,13776,20050,R,S2,507,7,35,14,18,8,LLC,1,1,72,Personal Services,31032,69200,29274,IN,Loan Masters
148317342,10714,21000,26040,0.8229,12.5,3108,14067.92,14068,O,S3,505,12,15,7,5,2,LLC,1,0,58,Eating and Drinking Places,17839,99400,43321,GA,Credit Divas
144614652,21563,44800,55552,0.7763,12.5,9945.6,41365.08,41365,O,S4,503,6,30,15,4,4,LLC,0,0,53,General Merchandise Stores,17386,161200,56381,FL,Credit Divas
244116674,1049,3200,3808,0.5509,10,441.6,3828,3828,O,S1,588,3,12,6,4,3,LLC,0,0,72,Personal Services,26525,162000,40788,RI,Credit Divas
265117647,15615,50000,57500,0.5431,11,3900,42795.4,47361.6667,O,S4,548,2,13,5,5,4,LLC,1,0,58,Eating and Drinking Places,28554,257000,46841,FL,Credit Divas
394518130,18428,30800,38192,0.9650,12.5,3569.22,20350.5,20350.5,O,S3,630,2,23,10,1,0,LLC,2,0,53,General Merchandise Stores,45055,100800,38190,FL,Loan Masters
202812929,7378,18200,22568,0.6538,12.5,2693.6,11975.28,11975.2,O,S2,636,2,15,4,0,0,LLC,1,0,58,Eating and Drinking Places,22809,198100,46809,IL,Credit Divas
28416070,6892,11400,14136,0.9751,12.5,1349.76,7480.52,1772.71744,R,S2,618,7,33,14,0,6,S-Corp,7,0,76,Miscellaneous Repair Services,3206,118000,40625,NC,Credit Divas
315212069,6184,7200,8460,1.4619,12.5,388.8,7916,10468,R,S1,503,21,16,3,5,4,S-Corp,1,0,58,Eating and Drinking Places,33322,91400,40113,OH,Loan Masters
405110063,26687,183000,210450,0.2536,12.5,10980,158611.38,187332,O,S4,577,6,19,8,1,1,LLC,7,0,57,Home Furniture and Furnishings Stores,47044,51900,30099,PA,Loan Masters
74215233,16933,26000,30550,1.1085,12.5,520,23136.38,23631.231,R,S3,553,19,32,15,2,14,S-Corp,1,0,59,Miscellaneous Retail Stores,9520,577500,55522,MA,Loan Masters
187916276,6276,13600,16184,0.7756,12.5,1469.54,11646.32,11646,O,S2,560,3,18,5,4,6,LLC,1,0,56,Apparel and Accessory Stores,21516,88300,39253,GA,Loan Masters
94318460,8386,14000,17150,0.9780,12.5,2283.76,14228.48,34288,R,S2,568,22,19,5,0,9,LLC,1,0,47,Transportation Services,12164,133900,47788,AR,Loan Masters
226813303,2485,7000,8330,0.5966,12.5,579.6,6474,7976,O,S1,421,40,13,5,8,2,S-Corp,3,3,72,Personal Services,25001,94900,19127,NJ,Loan Masters
